Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
Samsung Morning Stars	S12	IT	28	25.0%	0.68	1704	-178	32:38	11.9	17.5	4.1	7.8	42.9	35.7	1.57	32.6	-	0.79	39.3	0.79	-0.4	-1270	3.82	0.39	26.8	30.7	2015	3.0	1.07	1.14
SBTC Esports	S12	VN	80	47.5%	0.94	1812	-46	30:45	14.6	15.5	5.8	6.1	56.3	52.5	1.85	44.8	-	1.04	51.9	0.75	0.2	358	5.19	0.61	44.1	32.2	2102	3.0	1.35	1.44
Sector One	S12	BE	29	41.4%	0.93	1748	-70	35:10	15.4	16.5	5.8	6.7	51.7	44.8	2.14	39.5	-	0.93	48.3	0.72	0.1	29	4.38	0.86	43.1	30.1	2138	2.8	1.08	1.30
SEM9	S12	PCS	36	5.6%	0.37	1575	-472	26:57	7.4	19.6	1.9	8.9	27.8	22.2	0.78	19.0	-	0.50	25.0	0.44	-0.9	-3790	3.22	0.14	13.3	29.6	1585	2.8	1.16	1.14
Sengoku Gaming	S12	JP	66	66.7%	1.30	1841	127	32:48	14.0	10.7	7.0	4.7	48.5	43.9	2.85	62.4	-	0.95	50.0	1.12	0.0	122	4.75	0.86	66.9	32.8	2032	3.2	1.22	1.59
Shadow Battlica	S12	KR	4	50.0%	0.92	1776	-55	27:45	19.3	21.0	4.5	5.5	75.0	50.0	2.00	54.2	-	0.50	25.0	1.50	0.5	982	5.50	0.25	50.0	28.5	2516	3.1	1.16	1.20
Shadow EK	S12	KR	5	40.0%	0.80	1755	-108	27:43	14.8	18.6	5.6	5.6	40.0	60.0	2.00	44.0	-	0.80	40.0	0.80	0.4	-302	5.20	0.20	25.0	30.1	2329	2.8	1.53	1.22
Shu Dai Xiong Gaming	S12	CN	4	25.0%	0.73	1787	-157	35:01	13.3	18.3	4.3	9.0	50.0	-	2.00	40.0	-	-	-	-	-	-	-	0.50	33.3	32.5	1855	-	-	-
SINNERS Esports	S12	CZ	35	45.7%	0.97	1757	-23	33:27	15.0	15.5	5.9	6.5	51.4	42.9	2.40	48.0	-	1.17	60.0	0.83	0.1	-50	4.14	0.57	42.7	30.6	2299	2.7	1.03	1.34
SK Gaming	S12	EUW	36	38.9%	0.84	1712	-138	33:03	10.8	12.8	4.8	7.3	44.4	33.3	2.22	47.0	-	1.03	52.9	0.83	-0.3	-1136	3.55	0.47	30.9	32.1	1777	3.3	1.26	1.41
SK Gaming Prime	S12	DE	57	52.6%	1.03	1833	35	33:01	15.2	14.7	6.4	6.3	56.1	52.6	2.32	48.0	-	1.21	61.4	0.67	0.0	446	4.47	0.86	53.8	31.9	2239	3.1	1.15	1.34
SoftBank Hawks Gaming	S12	JP	57	52.6%	1.15	1789	38	33:19	11.8	10.2	6.3	5.8	52.6	49.1	2.28	47.0	-	0.79	40.4	0.70	0.0	425	4.63	0.75	51.3	33.5	1895	3.3	1.51	1.63
Solary	S12	FR	36	41.7%	1.00	1738	-97	32:27	12.1	12.1	5.1	7.0	61.1	38.9	2.00	39.6	-	1.28	63.9	0.86	-0.3	-478	3.11	0.72	46.3	31.7	1850	3.4	1.25	1.42
SOVEJA	S12	RS	14	14.3%	0.59	1675	-259	29:23	11.9	20.1	3.1	8.7	42.9	21.4	1.50	38.5	-	0.36	17.9	0.71	-0.6	-1800	2.86	0.14	18.2	30.1	1851	2.4	0.80	1.01
Split Raiders	S12	RS	32	28.1%	0.64	1712	-201	29:27	11.6	17.9	4.3	7.3	46.9	34.4	2.38	54.9	-	0.63	32.8	1.19	-0.4	-1491	3.69	0.44	33.9	30.9	1919	2.6	0.95	1.07
SuperMassive Blaze	S12	TR	43	48.8%	1.03	1776	-20	31:58	12.0	11.6	6.1	6.3	48.8	53.5	2.09	45.3	-	1.16	58.1	0.70	-0.1	-580	4.74	0.60	50.0	31.7	1776	3.0	1.25	1.42
SuperMassive Blaze Academy	S12	TR	46	50.0%	1.18	1807	50	32:40	16.3	13.7	6.4	5.9	56.5	58.7	2.57	53.2	-	1.09	56.5	0.93	0.0	756	4.50	0.70	46.6	31.0	1958	3.0	1.14	1.33
T1	S12	KR	144	74.3%	1.35	1920	218	31:41	14.5	10.7	7.9	3.9	54.9	72.9	2.30	55.0	-	1.30	65.3	0.67	0.6	1642	6.47	0.94	70.8	33.3	2116	3.6	1.39	1.55
T1 Challengers	S12	KR	77	63.6%	1.13	1886	127	31:38	14.6	12.9	7.0	4.5	50.6	61.0	2.57	57.4	-	1.22	61.0	1.06	0.1	835	4.99	0.78	63.1	33.8	2212	3.2	1.33	1.69
Taco Gaming	S12	NA	11	18.2%	0.62	1695	-258	29:49	12.7	20.6	3.8	7.8	36.4	45.5	2.18	52.3	-	1.00	50.0	1.09	0.0	-1895	4.64	0.45	31.5	28.9	1991	2.3	0.74	0.98
Team 7AM	S12	BE	33	45.5%	1.03	1761	-51	32:02	14.8	14.2	5.2	6.6	63.6	39.4	2.55	50.7	-	0.79	39.4	0.85	-0.4	-176	4.18	0.55	44.0	31.1	1972	2.9	1.04	0.98
Team Aurora	S12	TR	45	40.0%	0.83	1754	-70	31:20	12.4	14.9	5.4	6.3	44.4	44.4	2.36	49.8	-	0.87	44.4	0.91	-0.1	-786	4.69	0.67	43.7	31.5	1848	3.2	1.30	1.43
Team AURORA Academy	S12	TR	36	22.2%	0.66	1687	-212	31:44	10.4	15.7	3.9	8.4	33.3	25.0	1.86	37.8	-	0.67	33.3	0.97	-0.6	-1587	3.17	0.50	25.0	31.6	1746	2.7	1.01	1.25
Team Aze	S12	LAT	62	56.5%	0.91	1782	-28	33:02	13.0	14.3	6.0	5.8	50.0	46.8	2.53	54.1	-	0.79	40.2	0.87	-0.2	-600	3.65	0.79	56.5	32.8	2035	3.2	1.29	1.56
Team BDS	S12	EUW	36	19.4%	0.68	1665	-226	33:18	10.6	15.5	3.8	8.5	55.6	41.7	2.11	44.5	-	0.81	41.4	0.94	-0.1	-794	3.97	0.33	24.7	31.6	1836	3.2	1.38	1.46
Team BDS Academy	S12	FR	85	63.5%	1.10	1829	91	33:33	14.5	13.1	7.1	5.7	40.0	68.2	3.34	70.2	-	0.98	50.0	1.26	0.3	427	5.07	0.88	63.4	32.3	2212	3.5	1.33	1.67
Team Echo Zulu	S12	BE	22	59.1%	1.17	1781	41	34:09	15.4	13.1	7.2	6.0	45.5	36.4	2.36	45.5	-	0.68	34.1	0.86	-0.3	-473	3.36	0.77	55.3	31.2	2045	2.8	1.01	1.05
Team ESCA Gaming	S12	PL	57	49.1%	0.96	1775	-24	31:25	13.4	13.9	5.6	6.4	47.4	40.4	2.21	47.1	-	0.89	44.7	1.04	-0.2	-459	4.58	0.67	47.0	31.4	1946	2.9	0.93	1.19
Team Flash	S12	VN	35	28.6%	0.74	1740	-229	28:12	13.3	17.9	3.8	7.7	31.4	22.9	1.43	34.5	-	0.69	34.3	0.54	-0.9	-2462	3.66	0.34	27.9	31.3	1986	3.0	1.22	1.32
Team GO	S12	FR	40	42.5%	0.85	1788	-51	33:37	14.3	16.9	6.3	6.6	40.0	47.5	2.28	46.7	-	0.93	47.5	0.85	-0.1	-647	4.78	0.75	47.5	31.4	2120	3.6	1.36	1.43
Team Heretics	S12	ES	63	61.9%	1.20	1832	98	31:26	13.6	11.3	7.0	5.1	52.4	54.0	2.52	58.5	-	1.29	64.3	0.75	0.2	806	5.17	0.81	56.2	31.8	2076	3.0	1.16	1.47
Team Liquid	S12	NA	81	64.2%	1.33	1855	144	32:05	13.4	10.1	7.2	4.7	70.4	66.7	2.40	57.0	-	1.05	52.5	0.81	0.3	1242	4.75	0.77	63.8	33.4	2042	3.2	1.26	1.54
Team Liquid Academy	S12	NA	113	69.9%	1.34	1890	191	32:19	16.0	11.9	7.6	4.5	52.2	69.0	2.72	62.0	-	1.26	65.0	0.91	0.4	1274	5.27	0.96	67.3	32.9	2357	2.9	1.10	1.30
Team MCES	S12	FR	71	54.9%	1.00	1782	-7	33:06	15.3	15.4	6.2	5.7	60.6	47.9	2.51	49.0	-	1.01	52.1	0.80	-0.1	-181	3.69	0.77	47.8	31.0	2222	3.0	1.09	1.26
Team Oplon	S12	FR	48	27.1%	0.70	1685	-188	32:58	10.7	15.3	4.0	8.0	52.1	29.2	1.96	42.4	-	0.73	36.5	0.94	-0.4	-1568	2.81	0.44	31.1	31.5	1875	3.1	1.25	1.40
Team Pending	S12	NA	4	0.0%	0.33	1598	-501	27:15	7.0	20.5	2.0	9.8	25.0	-	1.00	27.1	-	0.50	25.0	0.75	-1.0	-3138	2.50	0.00	0.0	29.4	1898	2.7	0.93	1.05
Team Phantasma	S12	GR	60	53.3%	1.10	1806	21	31:37	16.4	14.8	6.6	5.6	50.0	66.7	2.28	49.7	-	1.20	60.8	0.83	0.6	600	5.70	0.83	53.0	30.4	2221	2.8	1.03	1.26
Team Pinnacle	S12	CN	4	25.0%	0.75	1663	-217	30:54	10.0	13.0	4.0	7.8	50.0	25.0	1.50	32.5	-	-	-	-	-	-	-	0.50	33.3	30.8	1364	-	-	-
Team Refuse	S12	GR	28	21.4%	0.65	1654	-252	30:48	11.6	17.8	3.4	8.1	46.4	42.9	2.00	42.4	-	0.68	35.7	1.14	-0.5	-2021	3.39	0.21	19.2	30.1	1899	2.8	0.96	1.18
Team Secret	S12	VN	84	57.1%	1.07	1884	53	30:27	16.1	14.9	6.3	5.4	42.9	53.6	2.19	52.3	-	0.88	44.0	0.75	0.0	174	5.85	0.73	52.3	32.8	2291	3.1	1.31	1.53
Team Singularity	S12	EUW	36	11.1%	0.47	1612	-396	30:48	9.7	20.5	2.8	9.0	41.7	19.4	1.56	32.3	-	0.53	26.4	0.75	-0.8	-2696	3.11	0.42	19.6	29.2	1914	2.7	0.84	1.09
Team Spirit	S12	CIS	4	100.0%	2.36	1998	452	25:39	13.0	5.5	9.5	1.5	75.0	100.0	2.75	86.7	-	1.75	87.5	1.50	1.8	4081	10.50	0.50	100.0	35.9	1563	3.2	1.38	1.17
Team Vitality	S12	EUW	45	46.7%	0.97	1810	27	33:20	13.0	13.3	6.6	6.3	40.0	51.1	1.96	44.1	-	1.07	53.3	0.78	0.1	544	4.88	0.56	47.3	33.1	2093	3.3	1.18	1.46
Team WE	S12	CN	83	28.9%	0.74	1714	-172	30:40	10.5	14.2	4.4	7.5	48.2	27.7	1.78	40.2	-	-	-	-	-	0	-	0.53	37.2	31.7	1774	-	-	-
Team Whales	S12	VN	37	51.4%	1.05	1854	-3	31:07	14.7	14.1	5.7	5.8	48.6	43.2	1.95	45.0	-	0.92	45.9	0.54	0.0	455	4.43	0.86	56.0	33.1	2252	3.4	1.32	1.50
The Agency	S12	BE	32	53.1%	0.96	1823	40	32:22	13.0	13.5	6.2	6.1	37.5	43.8	1.91	37.5	-	0.84	42.2	0.56	-0.2	-224	4.34	0.72	50.0	33.7	2158	2.7	1.03	1.29
Tony Parker Adequat Academy	S12	FR	53	52.8%	1.11	1841	37	32:13	16.4	14.8	6.5	6.2	43.4	58.5	2.08	44.1	-	1.15	58.5	0.70	0.1	237	5.06	0.70	49.4	31.1	2240	3.3	1.29	1.43
Top Esports	S12	CN	143	65.0%	1.34	1872	133	32:05	15.0	11.2	7.3	4.9	49.0	47.6	2.57	60.3	-	0.03	41.7	0.83	0.7	641	6.50	0.86	62.6	32.9	2101	3.3	1.40	1.86
TSM	S12	NA	50	34.0%	0.74	1742	-125	32:38	10.8	14.5	5.5	7.3	50.0	34.0	1.92	43.2	-	0.90	46.0	0.70	-0.1	-676	4.50	0.62	36.7	32.6	1962	3.4	1.29	1.35
TSM Academy	S12	NA	90	34.4%	0.81	1747	-110	32:33	12.0	14.9	5.2	7.4	47.8	43.3	1.78	38.3	-	1.11	57.8	0.61	-0.1	-316	4.61	0.59	39.7	32.1	1944	3.3	1.35	1.32
TT	S12	CN	85	35.3%	0.90	1747	-93	31:39	11.5	12.8	5.0	7.0	56.5	34.1	2.13	46.3	-	-	-	-	-	0	-	0.62	44.7	32.1	1836	-	-	-
UCAM Tokiers	S12	ES	36	30.6%	0.85	1714	-139	34:17	11.7	13.7	4.5	7.9	41.7	41.7	2.22	42.6	-	0.92	45.8	0.97	-0.1	-673	4.08	0.58	36.3	32.3	1929	3.3	1.38	1.50
Ultra Prime	S12	CN	86	36.0%	0.79	1747	-122	31:39	12.0	15.2	4.7	7.0	58.1	36.0	1.69	37.7	-	-	-	-	-	0	-	0.52	39.3	31.9	2006	-	-	-
Unicorns Of Love	S12	CIS	4	75.0%	2.88	1848	259	31:28	12.3	4.3	7.5	3.8	100.0	50.0	3.75	85.7	-	0.50	25.0	1.75	0.3	610	6.50	0.75	75.0	33.9	1806	3.5	1.17	1.39
Unicorns Of Love Sexy Edition	S12	DE	83	71.1%	1.51	1879	149	31:15	17.0	11.3	7.2	4.7	55.4	56.6	2.75	60.5	-	1.08	54.2	1.07	0.1	497	4.72	0.76	67.3	32.7	2232	3.3	1.31	1.42
V3 Esports	S12	JP	42	7.1%	0.43	1590	-388	31:08	6.9	16.0	2.2	9.0	42.9	26.2	1.62	33.1	-	0.69	35.7	0.93	-0.5	-2474	2.21	0.33	17.9	31.3	1479	3.2	1.59	1.39
Valiance	S12	RS	62	54.8%	1.03	1819	30	31:20	16.0	15.6	6.7	5.4	56.5	58.1	2.10	47.0	-	1.18	58.9	0.60	0.0	203	5.02	0.68	50.8	30.9	2134	2.6	0.99	1.21
Vanir	S12	EUW	39	41.0%	0.82	1733	-86	32:53	12.3	14.9	5.3	7.0	56.4	43.6	2.28	48.3	-	0.97	52.6	1.05	-0.3	-878	4.15	0.59	38.9	31.3	1990	3.1	1.25	1.30
Vega Squadron	S12	CIS	4	0.0%	0.42	1649	-361	28:28	7.5	17.8	3.0	9.3	25.0	25.0	0.50	13.3	-	0.75	37.5	0.50	-1.5	-3729	3.00	0.25	25.0	31.5	1571	2.9	0.93	1.05
Victory Five	S12	CN	103	67.0%	1.28	1877	121	31:41	15.7	12.2	7.3	5.0	43.7	58.3	2.41	55.3	-	-	-	-	-	0	-	0.76	60.1	32.3	2240	-	-	-
Vitality.Bee	S12	FR	95	67.4%	1.55	1884	173	32:06	17.1	11.0	7.6	4.8	62.1	57.9	2.21	54.5	-	0.96	48.4	0.76	0.3	1539	4.77	0.75	59.2	32.6	2273	3.4	1.28	1.33
Wahaha Gaming	S12	CN	4	0.0%	0.67	1685	-314	33:56	12.8	19.0	3.8	10.5	75.0	25.0	1.25	25.0	-	-	-	-	-	-	-	0.50	25.0	30.8	1669	-	-	-
WanZhen Esports Club	S12	CN	4	25.0%	0.55	1439	-257	40:14	8.0	14.5	4.0	8.5	25.0	-	1.50	26.7	-	-	-	-	-	-	-	0.25	25.0	28.5	1236	-	-	-
WAVE Esports	S12	DE	36	19.4%	0.64	1683	-238	30:22	11.1	17.2	3.9	8.3	58.3	33.3	1.47	32.5	-	0.97	48.6	0.47	-0.1	-1028	4.00	0.36	24.3	30.2	1954	2.8	1.00	1.11
Weibo Gaming	S12	CN	97	55.7%	1.03	1833	60	32:09	12.6	12.2	6.4	5.4	41.2	40.2	1.91	42.1	-	-	-	-	-	0	-	0.75	53.9	33.8	2133	-	-	-
Weibo Youth	S12	KR	7	57.1%	1.47	1851	144	28:43	16.1	11.0	6.4	5.4	28.6	42.9	2.57	68.3	-	1.14	57.1	1.29	-0.1	801	3.71	0.71	58.3	31.2	1799	3.0	1.23	1.52
West Point PH	S12	KR	2	0.0%	0.23	1525	-696	24:16	6.5	28.0	0.0	11.0	-	-	0.50	16.7	-	0.50	25.0	0.50	-2.0	-6345	1.50	0.00	0.0	29.4	1832	2.6	0.93	0.86
White Dragons	S12	PT	59	61.0%	1.16	1801	56	32:33	16.3	14.0	7.0	5.6	47.5	61.0	2.93	60.6	-	1.07	55.1	1.15	0.2	393	5.07	0.76	56.1	30.3	2236	2.8	0.97	1.21
Wildcard Aces	S12	NA	2	0.0%	0.47	1705	-470	27:05	12.0	25.5	3.0	9.5	-	50.0	1.00	29.2	-	0.50	25.0	1.00	-0.5	-3196	4.00	0.00	0.0	29.0	2038	2.4	0.82	0.97
Wildcard Gaming	S12	NA	2	0.0%	0.40	1585	-444	27:59	6.0	15.0	2.0	9.0	50.0	-	2.00	46.7	-	1.50	75.0	1.50	-0.5	-4794	2.50	0.00	0.0	32.0	1145	2.8	1.17	0.99
Winthrop University	S12	NA	4	0.0%	0.38	1681	-360	29:44	8.5	22.3	3.8	9.0	25.0	25.0	0.75	16.7	-	1.25	62.5	0.25	-0.5	-2576	4.25	0.25	12.5	30.5	1510	2.9	1.17	1.01
Wizards Club	S12	ES	21	57.1%	1.15	1838	120	32:54	14.2	12.4	7.1	5.6	66.7	52.4	2.76	55.5	-	1.05	52.4	1.10	0.3	1665	5.81	1.10	65.9	31.6	2107	2.6	0.99	1.31
WLGaming Esports	S12	GR	49	67.3%	1.36	1867	155	31:23	16.5	12.1	7.2	4.6	46.9	53.1	2.63	57.6	-	1.18	59.2	1.08	0.1	955	4.94	0.82	68.1	32.0	2038	3.1	1.16	1.28
X7 Esports	S12	EUW	79	67.1%	1.35	1904	195	31:04	16.9	12.5	7.1	4.4	55.7	65.8	2.72	63.0	-	1.24	64.6	0.99	0.5	1386	5.56	0.85	66.5	32.9	2445	3.1	1.17	1.37
XTEN Esports	S12	LAT	33	36.4%	0.75	1734	-134	33:48	12.1	16.1	5.0	7.2	42.4	30.3	1.79	35.4	-	0.73	36.4	0.70	-0.5	-1471	3.33	0.67	41.1	32.4	1963	3.2	1.35	1.56
Zero Tenacity	S12	PL	67	55.2%	1.07	1799	14	32:00	14.7	13.7	6.2	6.2	47.8	53.7	2.39	51.7	-	0.97	48.5	0.93	0.0	-291	5.27	0.79	56.1	30.9	2091	2.9	1.14	1.24
Zerolag Esports	S12	GR	28	25.0%	0.69	1697	-223	31:32	12.2	17.7	4.0	8.0	32.1	17.9	2.14	43.8	-	0.29	14.3	1.00	-0.9	-1787	3.14	0.43	31.4	31.1	1966	2.7	0.93	1.17
ZETA	S12	ES	23	47.8%	1.03	1755	1	32:12	11.9	11.5	5.7	6.3	60.9	52.2	2.52	53.6	-	0.83	43.5	1.00	0.0	444	4.26	0.70	45.2	31.4	1985	3.0	1.16	1.44
